name,mcc,service_line,segment,service_offering,contract_type,planned_cost,actual_cost,planned_effort,actual_effort,resource_count,start_date,end_date,tech_stack,status,baseline_rpp,latest_rpp,dollar_impact,project_margin_baseline,project_margin_latest,onsite_mix_pct
CFIEDMHZORCDLY,CUMMINS,EAS,COREMFG,Non Maintenance,FP,215000.0,282616.0,42.91,53.4,7,2024-10-01,2025-09-15,EAS,Underrun,5010.49,5292.43,-9386.59,0.477,0.51,0.08
CFIFBUHZORCDLY,CUMMINS,EAS,COREMFG,Non Maintenance,FP,249500.0,461000.0,56.5,106.11,9,2024-12-01,2025-09-12,EAS,Underrun,4415.93,4344.55,-39106.43,0.588,0.656,0.07
CFIFINHZORCDLY,CUMMINS,EAS,COREMFG,Non Maintenance,FP,851056.0,851056.0,123.8,113.02,21,2025-09-12,2026-01-12,EAS,Underrun,6874.44,7530.14,-59823.57,0.559,0.582,0.19
CFIFSCHZORCDLY,CUMMINS,EAS,COREMFG,Maintenance,FP,949704.0,949704.0,203.34,196.38,34,2025-01-01,2026-01-09,EAS,Underrun,4670.52,4836.05,-15114.25,0.607,0.56,0.1
CFIGPNHZORCDLY,CUMMINS,EAS,COREMFG,Non Maintenance,FP,330000.0,1107240.0,38.75,127.59,6,2025-06-01,2026-02-28,EAS,Underrun,8516.13,8678.11,-2214.45,0.465,0.518,0.24
CFIRNRHZORCDLY,CUMMINS,EAS,COREMFG,Non Maintenance,FP,96000.0,96000.0,14.65,10.0,2,2025-07-16,2025-12-12,EAS,Underrun,6552.9,9600.0,-19852.51,0.596,0.856,0.15
CFIRNRHZSEC,CUMMINS,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,0.0,2.47,1,2025-07-16,2025-12-12,SEC,Overrun,,0.0,39520.0,0.0,0.0,
CFISCMX1ORCDLY,CUMMINS,EAS,COREMFG,Maintenance,FP,276480.0,276480.0,22.58,17.64,4,2025-02-01,2026-01-09,EAS,Underrun,12244.46,15673.47,-33010.94,0.366,0.606,1.0
CFISMPHZORCDLY,CUMMINS,EAS,COREMFG,Maintenance,FP,302496.0,536574.0,52.27,95.39,9,2024-11-01,2025-12-31,EAS,Overrun,5787.18,5625.06,35414.24,0.471,0.449,0.18
CG25BTSEENGCDPE,CAREMARK,ENG,HC,Non Maintenance,FP,320400.0,320400.0,17.0,15.5,3,2025-08-01,2026-07-31,ENG,Underrun,18847.06,20670.97,-3411.0,0.547,0.544,0.71
CGJAZZEENGCDPE,CAREMARK,ENG,HC,Maintenance,FP,88179.0,88179.0,16.5,13.5,3,2025-04-01,2026-03-31,ENG,Underrun,5344.18,6531.78,-2127.12,0.709,0.571,0.0
CGMERITENGCDPE,CAREMARK,ENG,HC,Maintenance,FP,529200.0,529200.0,96.0,87.0,16,2024-04-01,2027-03-31,ENG,Underrun,5512.5,6082.76,-5309.47,0.493,0.4,0.0
CGWQEMCTBPOSERV,CITIMAST,BPOSERV,BFS,Non Maintenance,FP,62400.0,62400.0,24.0,24.0,4,2024-09-01,2026-08-19,BPOSERV,Overrun,2600.0,2600.0,102.34,0.452,0.589,0.0
CGWQEMCTIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,22119552.0,22119552.0,8102.0,8092.0,1350,2024-09-01,2026-08-19,IQE,Underrun,2730.13,2733.51,-95435.13,0.537,0.557,0.05
CH25CARCHILADM,CAREMARK,ADM,HC,Non Maintenance,FP,105000.0,105000.0,27.0,27.0,4,2025-06-01,2026-05-31,ADM,Underrun,3888.89,3888.89,-390.63,0.512,0.533,0.0
CH25DAHMDX,CAREMARK,DX,HC,Non Maintenance,FP,48762.0,48762.0,0.94,0.9,1,2025-01-01,2025-06-30,DX,Underrun,51874.47,54180.0,-39.84,0.0,0.0,0.0
CH25PNYMORCDLY,CAREMARK,EAS,HC,Maintenance,FP,0.0,49000.0,1.2,0.9,1,2025-06-01,2026-05-31,EAS,Overrun,0.0,54444.44,780.39,0.0,0.984,0.0
CH25RRP2DX,CAREMARK,DX,HC,Non Maintenance,FP,101785.0,107448.81,43.62,46.75,7,2025-01-01,2025-05-31,DX,Overrun,2333.45,2298.37,643.12,0.589,0.61,0.0
CH25RRP2IQE,CAREMARK,IQE,HC,Non Maintenance,FP,9360.0,9360.19,1.6,2.5,1,2025-01-01,2025-05-31,IQE,Overrun,5850.0,3744.08,952.45,0.782,0.714,0.0
CHNCISCHCHINA,SEGAMMST,CHINA,COREMFG,Non Maintenance,FP,318629.08,319603.4,0.0,0.0,1,2022-08-01,2026-03-31,CHINA,Underrun,,,-20.0,1.0,1.0,
CHNCISCHCIS,SEGAMMST,CIS,COREMFG,Non Maintenance,FP,0.0,0.0,13.82,13.73,2,2022-08-01,2026-03-31,CIS,Overrun,0.0,0.0,876.48,0.0,0.0,0.0
CHNCISCHSEC,SEGAMMST,SEC,COREMFG,Non Maintenance,FP,0.0,0.0,0.83,0.83,1,2022-08-01,2026-03-31,SEC,Underrun,0.0,0.0,-0.0,0.0,0.0,0.0
CIMS25PABLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.43,1,2025-02-17,2026-12-31,BLKCHAIN,Overrun,,0.0,258.0,0.0,0.0,
CIMS25PAFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,543840.0,1364767.89,130.68,248.01,22,2025-02-17,2026-12-31,ADM,Overrun,4161.62,5502.87,80422.93,0.708,0.633,0.0
CITAPFPCIGC,CITIMAST,IGC,BFS,Non Maintenance,FP,913312.0,1379468.8,66.22,102.77,11,2024-08-01,2025-12-31,IGC,Overrun,13792.09,13422.87,1954.95,0.517,0.723,1.0
CITAPMCGCIS,CITIMAST,CIS,BFS,Non Maintenance,FP,56400.0,56400.0,12.18,12.18,2,2023-01-01,2025-05-31,CIS,Underrun,4630.54,4630.54,0.0,0.612,0.742,0.0
CITAPMCGFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,421143.56,421143.56,150.5,150.07,25,2023-01-01,2025-05-31,ADM,Underrun,2798.3,2806.31,-347.75,0.516,0.536,0.0
CITAPMCGIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,22456.44,22456.44,5.51,5.51,1,2023-01-01,2025-05-31,IQE,Underrun,4075.58,4075.58,0.0,0.773,0.77,0.0
CITCTPN1DX,CITIMAST,DX,BFS,Non Maintenance,FP,12920.0,104717.82,1.0,8.47,1,2024-12-01,2026-03-31,DX,Overrun,12920.0,12363.38,6292.74,0.19,,1.0
CITCTPN1BLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,133280.0,569777.62,13.8,53.75,2,2024-12-01,2026-03-31,BLKCHAIN,Overrun,9657.97,10600.51,21547.68,0.418,0.395,0.62
CITCTPN1ENGNCMT,CITIMAST,ENG,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2024-12-01,2026-03-31,ENG,Underrun,,,0.0,0.0,0.0,
CITCTPN1FSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,737456.0,1711667.99,113.23,221.58,19,2024-12-01,2026-03-31,ADM,Underrun,6512.9,7724.83,-40241.33,0.483,0.525,0.25
CITCTPN1IGC,CITIMAST,IGC,BFS,Non Maintenance,FP,97464.0,410337.94,8.29,41.11,1,2024-12-01,2026-03-31,IGC,Overrun,11756.82,9981.46,21308.19,0.509,0.513,0.36
CITCTPN1ORCDLY,CITIMAST,EAS,BFS,Non Maintenance,FP,18560.0,121539.07,1.68,10.68,1,2024-12-01,2026-03-31,EAS,Underrun,11047.62,11380.06,-3421.93,0.009,0.033,1.0
CITCTPN1STG,CITIMAST,STG,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2024-12-01,2026-03-31,STG,Underrun,,,0.0,0.0,0.0,
CITDEVK2DNA,CITIMAST,DNA,BFS,Non Maintenance,FP,23520.0,23520.0,2.66,2.66,1,2025-04-01,2025-06-30,DNA,Underrun,8842.11,8842.11,-0.01,0.0,0.0,0.0
CITDEVK2FSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,62112.0,62112.0,4.0,4.0,1,2025-04-01,2025-06-30,ADM,Underrun,15528.0,15528.0,0.0,0.0,0.0,0.5
CITDEVK2IGC,CITIMAST,IGC,BFS,Non Maintenance,FP,541880.0,541880.0,0.1,0.1,1,2025-04-01,2025-06-30,IGC,Underrun,5418800.0,5418800.0,0.0,1.018,1.018,0.0
CITDEVK2IQE,CITIMAST,IQE,BFS,Non Maintenance,FP,23040.0,23040.0,4.06,4.06,1,2025-04-01,2025-06-30,IQE,Underrun,5674.88,5674.88,-0.06,-0.053,,0.0
CITDEVK2ORCDLY,CITIMAST,EAS,BFS,Non Maintenance,FP,23560.0,23560.0,2.37,2.37,1,2025-04-01,2025-06-30,EAS,Underrun,9940.93,9940.93,-0.13,0.0,0.0,1.0
CITDNPBLFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,207165.0,58076.0,12.0,3.25,2,2024-04-01,2025-08-31,ADM,Underrun,17263.75,17869.54,-1314.57,0.226,0.352,1.0
CITDNPBRFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,208032.0,72811.0,12.0,4.13,2,2025-04-01,2025-11-30,ADM,Underrun,17336.0,17629.78,-681.97,0.229,0.443,1.0
CITDTBLDNA,CITIMAST,DNA,BFS,Non Maintenance,FP,53134.78,35528.02,6.61,7.28,1,2024-04-01,2025-07-31,DNA,Overrun,8038.54,4880.22,2798.25,0.876,0.803,0.0
CITDTBLFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,144625.22,113391.98,29.39,19.34,5,2024-04-01,2025-07-31,ADM,Underrun,4920.9,5863.08,-4933.7,0.7,0.77,0.0
CITEUCF6DNA,CITIMAST,DNA,BFS,Non Maintenance,FP,185200.0,500930.22,94.21,331.41,16,2025-01-01,2026-03-15,DNA,Overrun,1965.82,1511.51,78126.31,0.506,0.343,0.0
CITEUCF6FSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,172800.0,432124.22,32.57,89.09,5,2025-01-01,2026-03-15,ADM,Overrun,5305.5,4850.42,10525.64,0.747,0.723,0.0
CITEUCF6IGC,CITIMAST,IGC,BFS,Non Maintenance,FP,2149500.0,823855.56,378.71,92.17,63,2025-01-01,2026-03-15,IGC,Underrun,5675.85,8938.44,-126621.53,0.308,0.526,0.05
CITEUCR7DNA,CITIMAST,DNA,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.87,1,2025-01-01,2026-03-31,DNA,Overrun,,0.0,181.81,0.0,0.0,
CITEUCR7EAISDLY,CITIMAST,EAS,BFS,Non Maintenance,FP,0.0,0.0,1.8,1.87,1,2025-01-01,2026-03-31,EAS,Overrun,0.0,0.0,74.38,0.0,0.0,0.0
CITEUCR7FSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,68480.0,214192.5,40.01,99.31,7,2025-01-01,2026-03-31,ADM,Underrun,1711.57,2156.81,-28635.62,0.373,0.482,0.0
CITEUCR7IGC,CITIMAST,IGC,BFS,Non Maintenance,FP,193520.0,484807.5,29.39,66.76,5,2025-01-01,2026-03-31,IGC,Underrun,6584.55,7261.95,-18532.41,0.653,0.775,0.0
CITEUCR8EAISDLY,CITIMAST,EAS,BFS,Non Maintenance,FP,50400.0,156454.06,5.4,33.86,1,2025-04-01,2026-01-31,EAS,Overrun,9333.33,4620.62,25921.02,1.389,0.67,0.0
CITEUCR8FSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,73920.0,192475.19,21.59,66.3,4,2025-04-01,2026-01-31,ADM,Overrun,3423.81,2903.09,14055.88,0.238,0.53,0.0
CITEUCR8IGC,CITIMAST,IGC,BFS,Non Maintenance,FP,679680.0,455070.75,142.7,83.01,24,2025-04-01,2026-01-31,IGC,Underrun,4763.0,5482.12,-25931.0,0.713,0.618,0.0
CITIAECBEDGE,CITIMAST,EDGE,BFS,Maintenance,FP,69750.0,83700.0,0.04,0.07,1,2023-08-05,2026-06-30,EDGE,Underrun,1743750.0,1195714.29,-5821.54,0.545,0.499,0.0
CITIAECWEDGE,CITIMAST,EDGE,BFS,Maintenance,FP,27900.0,41850.0,0.04,0.07,1,2024-04-01,2026-06-30,EDGE,Underrun,697500.0,597857.14,-6029.03,0.545,0.55,0.0
CITIDBLDNA,CITIMAST,DNA,BFS,Non Maintenance,FP,72512.0,30336.0,11.33,4.33,2,2025-04-01,2025-09-30,DNA,Underrun,6400.0,7006.0,-408.74,0.782,0.855,0.0
CITIDBLFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,136788.0,55744.0,24.67,8.66,4,2025-04-01,2025-09-30,ADM,Underrun,5544.71,6436.95,-2021.12,0.618,0.772,0.0
CITIGPSPBLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,687534.8,687534.8,112.65,173.33,19,2024-01-01,2026-02-28,BLKCHAIN,Overrun,6103.28,3966.62,63246.78,0.85,0.733,0.0
CITIGPSPDX,CITIMAST,DX,BFS,Non Maintenance,FP,46310.4,46310.4,11.0,11.0,2,2024-01-01,2026-02-28,DX,Underrun,4210.04,4210.04,0.0,0.789,0.787,0.0
CITIGPSPFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,18966.64,18966.64,70.33,9.68,12,2024-01-01,2026-02-28,ADM,Underrun,269.68,1959.36,-170900.78,-7.878,,0.0
CITIGPSPIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,177716.16,177716.16,51.84,51.84,9,2024-01-01,2026-02-28,IQE,Underrun,3428.17,3428.17,0.0,0.778,0.776,0.0
CITIINBLDNA,CITIMAST,DNA,BFS,Non Maintenance,FP,75520.0,75520.0,15.0,15.0,2,2024-04-01,2025-07-31,DNA,Overrun,5034.67,5034.67,1.26,0.869,0.867,0.0
CITIINBLDX,CITIMAST,DX,BFS,Non Maintenance,FP,36960.0,36960.0,7.06,7.06,1,2024-04-01,2025-07-31,DX,Underrun,5235.13,5235.13,0.0,0.679,0.677,0.0
CITIINBLFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,3922598.2,3146670.16,626.52,495.63,104,2024-04-01,2025-07-31,ADM,Overrun,6260.93,6348.83,17896.3,0.584,0.577,0.17
CITIINBLIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,60042.8,60042.8,16.29,16.29,3,2024-04-01,2025-07-31,IQE,Overrun,3685.87,3685.87,1.42,0.85,0.85,0.0
CITIINBLSEC,CITIMAST,SEC,BFS,Non Maintenance,FP,81340.0,81340.0,21.08,21.81,4,2024-04-01,2025-07-31,SEC,Overrun,3858.63,3729.48,387.04,0.856,0.856,0.0
CITILBMCIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,468374.92,468378.6,88.8,78.53,15,2025-04-01,2026-02-28,IQE,Underrun,5274.49,5964.33,-38907.28,0.407,0.538,0.31
CITILNTFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,427883.99,82545.2,98.0,26.95,16,2025-04-01,2025-11-30,ADM,Overrun,4366.16,3062.9,12123.39,0.539,0.503,0.0
CITINBLRBPOSERV,CITIMAST,BPOSERV,BFS,Non Maintenance,FP,66000.0,23400.0,22.8,8.8,4,2025-04-01,2025-10-31,BPOSERV,Overrun,2894.74,2659.09,286.81,0.806,0.843,0.0
CITINBLRDNA,CITIMAST,DNA,BFS,Non Maintenance,FP,53760.0,46592.0,12.0,11.0,2,2025-04-01,2025-10-31,DNA,Overrun,4480.0,4235.64,283.63,0.512,0.887,0.0
CITINBLRFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,2997609.6,942355.36,524.77,161.82,87,2025-04-01,2025-10-31,ADM,Underrun,5712.24,5823.48,-35191.59,0.52,0.565,0.16
CITINBLRIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2025-04-01,2025-10-31,IQE,Underrun,,,0.0,0.0,0.0,
CITINBLRSEC,CITIMAST,SEC,BFS,Non Maintenance,FP,23520.0,35868.0,5.0,8.36,1,2025-04-01,2025-10-31,SEC,Overrun,4704.0,4290.43,353.77,1.228,0.886,0.0
CITIPDSMIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,136320.0,207780.0,48.03,54.96,8,2025-01-01,2025-12-31,IQE,Underrun,2838.23,3780.57,-22691.31,0.677,0.691,0.0
CITIPNRMBLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,29376.45,60827.85,6.0,11.0,1,2025-01-01,2025-12-31,BLKCHAIN,Underrun,4896.08,5529.8,-2946.75,0.799,0.869,0.0
CITIPNRMDX,CITIMAST,DX,BFS,Non Maintenance,FP,20839.49,43900.0,6.0,12.0,1,2025-01-01,2025-12-31,DX,Underrun,3473.25,3658.33,-802.45,0.719,0.741,0.0
CITIPNRMIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,761075.48,1370730.84,144.0,222.68,24,2025-01-01,2025-12-31,IQE,Underrun,5285.25,6155.61,-220109.08,0.377,0.621,0.46
CITLIQBRFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,950880.0,950880.0,103.0,103.0,17,2025-08-01,2026-01-31,ADM,Overrun,9231.84,9231.84,130.69,0.457,0.579,0.25
CITLMSM1IQE,CITIMAST,IQE,BFS,Non Maintenance,FP,5780232.0,6017592.0,1902.76,1920.25,317,2021-01-01,2026-02-28,IQE,Underrun,3037.81,3133.75,-49689.14,0.734,0.726,0.0
CITLNTBLFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,104064.0,73009.6,25.98,18.0,4,2024-04-01,2025-07-31,ADM,Underrun,4005.54,4056.09,-341.34,0.573,0.62,0.0
CITMSPTMFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,18362.24,18362.24,4.0,4.0,1,2020-06-15,2025-04-30,ADM,Underrun,4590.56,4590.56,0.0,0.653,0.653,0.0
CITMSPTMIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,956023.4,956023.4,286.16,276.08,48,2020-06-15,2025-04-30,IQE,Underrun,3340.87,3462.85,-10267.36,0.696,0.702,0.0
CITPBMBUBLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,15416.0,15416.0,2.83,2.83,1,2023-08-01,2025-04-11,BLKCHAIN,Underrun,5447.35,5447.35,0.0,0.581,0.556,0.0
CITPBMBUDNA,CITIMAST,DNA,BFS,Non Maintenance,FP,131127.59,131127.59,24.4,24.4,4,2023-08-01,2025-04-11,DNA,Underrun,5374.08,5374.08,0.0,0.884,0.882,0.0
CITPBMBUDX,CITIMAST,DX,BFS,Non Maintenance,FP,265772.0,265772.0,13.37,13.37,2,2023-08-01,2025-04-11,DX,Underrun,19878.23,19878.23,0.0,0.598,0.606,1.0
CITPBMBUFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,872474.41,872474.41,194.48,194.31,32,2023-08-01,2025-04-11,ADM,Underrun,4486.19,4490.12,-60756.7,0.534,0.605,0.11
CITPBMBUIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,18000.0,18000.0,5.53,5.53,1,2023-08-01,2025-04-11,IQE,Underrun,3254.97,3254.97,0.0,0.734,0.73,0.0
CITR25PMBLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2025-02-01,2025-12-31,BLKCHAIN,Underrun,,,0.0,0.0,0.0,
CITR25PMCIS,CITIMAST,CIS,BFS,Non Maintenance,FP,14499.84,23421.81,6.0,7.45,1,2025-02-01,2025-12-31,CIS,Underrun,2416.64,3143.87,-3177.32,0.363,0.534,0.0
CITR25PMDX,CITIMAST,DX,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2025-02-01,2025-12-31,DX,Underrun,,,0.0,0.0,0.0,
CITR25PMFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,197456.96,396774.11,26.0,62.58,4,2025-02-01,2025-12-31,ADM,Underrun,7594.5,6340.27,-7938.65,0.385,0.425,0.23
CITR25PMIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,13235.2,30380.08,6.0,9.94,1,2025-02-01,2025-12-31,IQE,Underrun,2205.87,3056.35,-3961.15,0.556,0.649,0.0
CITR25SPIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2025-02-01,2025-12-31,IQE,Underrun,,,0.0,0.0,0.0,
CITR25SPBLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,19200.0,44071.68,4.0,9.97,1,2025-02-01,2025-12-31,BLKCHAIN,Overrun,4800.0,4420.43,703.18,0.806,0.805,0.0
CITR25SPCIS,CITIMAST,CIS,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2025-02-01,2025-12-31,CIS,Underrun,,,0.0,0.0,0.0,
CITR25SPDX,CITIMAST,DX,BFS,Non Maintenance,FP,19200.0,44071.68,5.0,10.74,1,2025-02-01,2025-12-31,DX,Underrun,3840.0,4103.51,-1488.52,0.4,0.468,0.0
CITR25SPFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,122946.0,234728.64,28.0,58.26,5,2025-02-01,2025-12-31,ADM,Overrun,4390.93,4028.98,8834.73,0.53,0.56,0.0
CITSNOBLCIS,CITIMAST,CIS,BFS,Non Maintenance,FP,38751.0,13266.59,10.52,3.52,2,2025-04-01,2026-03-31,CIS,Underrun,3683.56,3768.92,-78.9,0.585,0.726,0.0
CITSNOBLDNA,CITIMAST,DNA,BFS,Non Maintenance,FP,65197.0,21862.92,10.52,3.52,2,2025-04-01,2026-03-31,DNA,Underrun,6197.43,6211.06,-11.95,0.632,0.684,0.0
CITSNOBLDX,CITIMAST,DX,BFS,Non Maintenance,FP,0.0,0.0,0.52,0.98,1,2025-04-01,2026-03-31,DX,Overrun,0.0,0.0,940.0,0.0,0.0,0.0
CITSNOBLENGCDPE,CITIMAST,ENG,BFS,Non Maintenance,FP,118902.0,39932.0,10.52,3.52,2,2025-04-01,2026-03-31,ENG,Underrun,11302.47,11344.32,-79.56,0.227,0.411,1.0
CITSNOBLFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,5305472.4,2123481.49,1443.03,499.21,241,2025-04-01,2026-03-31,ADM,Underrun,3676.62,4253.68,-82319.44,0.411,0.506,0.1
CITSNOBLHILADM,CITIMAST,ADM,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2025-04-01,2026-03-31,ADM,Underrun,,,0.0,0.0,0.0,
CITSNOBLIGC,CITIMAST,IGC,BFS,Non Maintenance,FP,263340.0,25872.0,9.89,1.21,2,2025-04-01,2026-03-31,IGC,Overrun,26626.9,21381.82,3813.61,0.077,0.119,1.0
CITSNOBLBLKCHAIN,CITIMAST,BLKCHAIN,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2025-04-01,2026-03-31,BLKCHAIN,Underrun,,,0.0,0.0,0.0,
CITSOBLBPOSERV,CITIMAST,BPOSERV,BFS,Non Maintenance,FP,6230.4,6230.4,2.0,2.0,1,2024-04-01,2025-07-31,BPOSERV,Underrun,3115.2,3115.2,0.0,0.782,0.78,0.0
CITSOBLCIS,CITIMAST,CIS,BFS,Non Maintenance,FP,35857.54,41297.54,7.32,8.8,1,2024-04-01,2025-07-31,CIS,Overrun,4898.57,4692.9,480.07,0.712,0.725,0.0
CITSOBLDNA,CITIMAST,DNA,BFS,Non Maintenance,FP,36696.32,46826.49,1.0,2.48,1,2024-04-01,2025-07-31,DNA,Overrun,36696.32,18881.65,2233.96,0.938,0.901,0.0
CITSOBLDX,CITIMAST,DX,BFS,Non Maintenance,FP,4340.8,10852.0,0.9,2.88,1,2024-04-01,2025-07-31,DX,Overrun,4823.11,3768.06,697.0,0.807,0.709,0.0
CITSOBLENGCDPE,CITIMAST,ENG,BFS,Non Maintenance,FP,121584.0,137080.0,11.0,12.48,2,2024-04-01,2025-07-31,ENG,Overrun,11053.09,10983.97,504.3,0.408,0.424,1.0
CITSOBLFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,5153194.09,4108340.18,1007.6,817.01,168,2024-04-01,2025-07-31,ADM,Overrun,5114.33,5028.51,28037.41,0.532,0.572,0.15
CITSOBLHILADM,CITIMAST,ADM,BFS,Non Maintenance,FP,22202.75,22202.75,1.0,2.0,1,2024-04-01,2025-07-31,ADM,Overrun,22202.75,11101.38,2902.3,0.844,0.738,0.0
CITSOBLIGC,CITIMAST,IGC,BFS,Non Maintenance,FP,117655.56,161281.56,1.0,2.48,1,2024-04-01,2025-07-31,IGC,Overrun,117655.56,65032.89,17747.58,0.781,0.719,1.0
CITSTATMEAISDLY,CITIMAST,EAS,BFS,Non Maintenance,FP,804085.38,804085.38,126.31,124.01,21,2024-05-15,2025-09-30,EAS,Underrun,6365.97,6484.04,-2825.58,0.679,0.718,0.1
CITSTATMIGC,CITIMAST,IGC,BFS,Non Maintenance,FP,1370917.5,1317607.5,105.77,97.63,18,2024-05-15,2025-09-30,IGC,Underrun,12961.31,13495.93,-130934.39,0.774,0.702,0.16
CITSTATMIQE,CITIMAST,IQE,BFS,Non Maintenance,FP,90837.12,144147.12,22.32,36.06,4,2024-05-15,2025-09-30,IQE,Overrun,4069.76,3997.42,522.53,0.738,0.807,0.0
CITSTATMORCDLY,CITIMAST,EAS,BFS,Non Maintenance,FP,21280.0,21280.0,3.86,3.86,1,2024-05-15,2025-09-30,EAS,Overrun,5512.95,5512.95,0.26,0.84,0.841,0.0
CITSTATMWD,CITIMAST,WD,BFS,Non Maintenance,FP,0.0,0.0,0.0,0.0,1,2024-05-15,2025-09-30,WD,Underrun,,,0.0,0.0,0.0,
CITSTMM3BPOSERV,CITIMAST,BPOSERV,BFS,Non Maintenance,FP,23928.0,66104.14,0.0,0.0,1,2022-01-01,2025-12-31,BPOSERV,Underrun,,,0.0,1.0,1.0,
CITSTMM3IQE,CITIMAST,IQE,BFS,Non Maintenance,FP,1262067.0,1219890.86,409.09,410.27,68,2022-01-01,2025-12-31,IQE,Overrun,3085.06,2973.39,14278.19,0.723,0.678,0.0
CITSTPC3CIS,CITIMAST,CIS,BFS,Non Maintenance,FP,81000.0,192270.39,3.0,12.0,1,2025-01-01,2025-12-31,CIS,Overrun,27000.0,16022.53,48191.88,0.622,0.377,1.0
CITSTPC3DNA,CITIMAST,DNA,BFS,Non Maintenance,FP,91200.0,259402.8,6.0,22.52,1,2025-01-01,2025-12-31,DNA,Underrun,15200.0,11518.77,-2701.16,0.204,0.113,1.0
CITSTPC3EAISDLY,CITIMAST,EAS,BFS,Non Maintenance,FP,14400.0,28800.0,3.0,5.0,1,2025-01-01,2025-12-31,EAS,Underrun,4800.0,5760.0,-776.21,0.804,0.861,0.0
CITSTPC3FSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,211392.0,1171745.19,34.48,185.1,6,2025-01-01,2025-12-31,ADM,Overrun,6130.86,6330.34,162410.7,0.196,0.045,0.34
CITSTPC3IGC,CITIMAST,IGC,BFS,Non Maintenance,FP,2919768.0,1665541.62,279.43,121.73,47,2025-01-01,2025-12-31,IGC,Underrun,10449.01,13682.26,-33573.8,0.573,0.538,0.15
CITSTSPMFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,29559.0,29559.0,9.0,9.0,2,2024-07-01,2025-04-30,ADM,Overrun,3284.33,3284.33,4.6,0.234,0.515,0.0
CITSTSPMIGC,CITIMAST,IGC,BFS,Non Maintenance,FP,147841.0,147841.0,21.0,19.0,4,2024-07-01,2025-04-30,IGC,Underrun,7040.05,7781.11,-5822.84,0.544,0.623,0.0
CKYCD25MFSADM,CITIMAST,ADM,BFS,Non Maintenance,FP,1891572.8,2420062.85,253.0,322.48,42,2025-01-01,2026-04-30,ADM,Overrun,7476.57,7504.54,1510.04,0.384,0.368,0.39
